timestamp,price,version,is_pro,capacity,color
2022-03-09 01:00:00,1269.0,iphone13,True,256,green
2022-03-10 01:00:00,1269.0,iphone13,True,256,green
2022-03-11 01:00:00,1269.0,iphone13,True,256,green
2022-03-12 01:00:00,1269.0,iphone13,True,256,green
2022-03-13 01:00:00,1269.0,iphone13,True,256,green
2022-03-14 01:00:00,1269.0,iphone13,True,256,green
2022-03-15 01:00:00,1268.0,iphone13,True,256,green
2022-03-16 01:00:00,1269.0,iphone13,True,256,green
2022-03-17 01:00:00,1268.0,iphone13,True,256,green
2022-03-18 01:00:00,1219.0,iphone13,True,256,green
2022-03-19 01:00:00,1212.0,iphone13,True,256,green
2022-03-20 01:00:00,1212.0,iphone13,True,256,green
2022-03-21 01:00:00,1212.0,iphone13,True,256,green
2022-03-22 01:00:00,1209.0,iphone13,True,256,green
2022-03-23 01:00:00,1209.0,iphone13,True,256,green
2022-03-24 01:00:00,1212.0,iphone13,True,256,green
2022-03-25 01:00:00,1217.0,iphone13,True,256,green
2022-03-26 01:00:00,1237.0,iphone13,True,256,green
2022-03-27 01:00:00,1237.0,iphone13,True,256,green
2022-03-28 02:00:00,1221.0,iphone13,True,256,green
2022-03-29 02:00:00,1209.85,iphone13,True,256,green
2022-03-30 02:00:00,1229.0,iphone13,True,256,green
2022-03-31 02:00:00,1194.18,iphone13,True,256,green
2022-04-01 02:00:00,1194.18,iphone13,True,256,green
2022-04-02 02:00:00,1199.0,iphone13,True,256,green
2022-04-03 02:00:00,1199.0,iphone13,True,256,green
2022-04-04 02:00:00,1229.0,iphone13,True,256,green
2022-04-05 02:00:00,1229.0,iphone13,True,256,green
2022-04-06 02:00:00,1215.24,iphone13,True,256,green
2022-04-07 02:00:00,1215.24,iphone13,True,256,green
2022-04-08 02:00:00,1215.24,iphone13,True,256,green
2022-04-09 02:00:00,1215.24,iphone13,True,256,green
2022-04-10 02:00:00,1215.24,iphone13,True,256,green
2022-04-11 02:00:00,1215.24,iphone13,True,256,green
2022-04-12 02:00:00,1215.24,iphone13,True,256,green
2022-04-13 02:00:00,1219.0,iphone13,True,256,green
2022-04-14 02:00:00,1215.24,iphone13,True,256,green
2022-04-15 02:00:00,1215.24,iphone13,True,256,green
2022-04-16 02:00:00,1215.24,iphone13,True,256,green
2022-04-17 02:00:00,1215.24,iphone13,True,256,green
2022-04-18 02:00:00,1215.24,iphone13,True,256,green
2022-04-19 02:00:00,1215.24,iphone13,True,256,green
2022-04-20 02:00:00,1219.0,iphone13,True,256,green
2022-04-21 02:00:00,1215.24,iphone13,True,256,green
2022-04-22 02:00:00,1215.24,iphone13,True,256,green
2022-04-23 02:00:00,1215.24,iphone13,True,256,green
2022-04-24 02:00:00,1215.24,iphone13,True,256,green
2022-04-25 02:00:00,1215.24,iphone13,True,256,green
2022-04-26 02:00:00,1215.24,iphone13,True,256,green
2022-04-27 02:00:00,1215.24,iphone13,True,256,green
2022-04-28 02:00:00,1215.24,iphone13,True,256,green
2022-04-29 02:00:00,1200.58,iphone13,True,256,green
2022-04-30 02:00:00,1205.24,iphone13,True,256,green
2022-05-01 02:00:00,1215.24,iphone13,True,256,green
2022-05-02 02:00:00,1211.65,iphone13,True,256,green
2022-05-03 02:00:00,1211.65,iphone13,True,256,green
2022-05-04 02:00:00,1211.65,iphone13,True,256,green
2022-05-05 02:00:00,1211.65,iphone13,True,256,green
2022-05-06 02:00:00,1211.65,iphone13,True,256,green
2022-05-07 02:00:00,1211.0,iphone13,True,256,green
2022-05-08 02:00:00,1211.65,iphone13,True,256,green
2022-05-09 02:00:00,1211.65,iphone13,True,256,green
2022-05-10 02:00:00,1211.65,iphone13,True,256,green
2022-05-11 02:00:00,1211.65,iphone13,True,256,green
2022-05-12 02:00:00,1211.65,iphone13,True,256,green
2022-05-13 02:00:00,1211.65,iphone13,True,256,green
2022-05-14 02:00:00,1211.65,iphone13,True,256,green
2022-05-15 02:00:00,1211.65,iphone13,True,256,green
2022-05-16 02:00:00,1211.65,iphone13,True,256,green
2022-05-17 02:00:00,1219.0,iphone13,True,256,green
2022-05-18 02:00:00,1219.0,iphone13,True,256,green
2022-05-19 02:00:00,1219.0,iphone13,True,256,green
2022-05-20 02:00:00,1219.0,iphone13,True,256,green
2022-05-21 02:00:00,1219.0,iphone13,True,256,green
2022-05-22 02:00:00,1219.0,iphone13,True,256,green
2022-05-23 02:00:00,1219.0,iphone13,True,256,green
2022-05-24 02:00:00,1219.0,iphone13,True,256,green
2022-05-25 02:00:00,1219.0,iphone13,True,256,green
2022-05-26 02:00:00,1219.0,iphone13,True,256,green
2022-05-27 02:00:00,1219.0,iphone13,True,256,green
2022-05-28 02:00:00,1219.0,iphone13,True,256,green
2022-05-29 02:00:00,1219.0,iphone13,True,256,green
2022-05-30 02:00:00,1219.0,iphone13,True,256,green
2022-05-31 02:00:00,1219.0,iphone13,True,256,green
2022-06-01 02:00:00,1219.0,iphone13,True,256,green
2022-06-02 02:00:00,1219.0,iphone13,True,256,green
2022-06-03 02:00:00,1219.0,iphone13,True,256,green
2022-06-04 02:00:00,1219.0,iphone13,True,256,green
2022-06-05 02:00:00,1219.0,iphone13,True,256,green
2022-06-06 02:00:00,1219.0,iphone13,True,256,green
2022-06-07 02:00:00,1113.91,iphone13,True,256,green
2022-06-08 02:00:00,1219.0,iphone13,True,256,green
2022-06-09 02:00:00,1219.0,iphone13,True,256,green
2022-06-10 02:00:00,1161.0,iphone13,True,256,green
2022-06-11 02:00:00,1159.0,iphone13,True,256,green
2022-06-12 02:00:00,1159.0,iphone13,True,256,green
2022-06-13 02:00:00,1159.0,iphone13,True,256,green
2022-06-14 02:00:00,1161.0,iphone13,True,256,green
2022-06-15 02:00:00,1203.0,iphone13,True,256,green
2022-06-16 02:00:00,1203.0,iphone13,True,256,green
2022-06-17 02:00:00,1203.0,iphone13,True,256,green
2022-06-18 02:00:00,1202.0,iphone13,True,256,green
2022-06-19 02:00:00,1202.0,iphone13,True,256,green
2022-06-20 02:00:00,1202.0,iphone13,True,256,green
2022-06-21 02:00:00,1198.0,iphone13,True,256,green
2022-06-22 02:00:00,1209.0,iphone13,True,256,green
2022-06-23 02:00:00,1212.0,iphone13,True,256,green
2022-06-24 02:00:00,1212.71,iphone13,True,256,green
2022-06-25 02:00:00,1209.0,iphone13,True,256,green
2022-06-26 02:00:00,1209.0,iphone13,True,256,green
2022-06-27 02:00:00,1209.0,iphone13,True,256,green
2022-06-28 02:00:00,1196.0,iphone13,True,256,green
2022-06-29 02:00:00,1188.0,iphone13,True,256,green
2022-06-30 02:00:00,1199.0,iphone13,True,256,green
2022-07-01 02:00:00,1199.0,iphone13,True,256,green
2022-07-02 02:00:00,1199.0,iphone13,True,256,green
2022-07-03 02:00:00,1199.0,iphone13,True,256,green
2022-07-04 02:00:00,1199.0,iphone13,True,256,green
2022-07-05 02:00:00,1199.0,iphone13,True,256,green
2022-07-06 02:00:00,1199.0,iphone13,True,256,green
2022-07-07 02:00:00,1199.0,iphone13,True,256,green
2022-07-08 02:00:00,1229.0,iphone13,True,256,green
2022-07-09 02:00:00,1229.0,iphone13,True,256,green
2022-07-10 02:00:00,1229.0,iphone13,True,256,green
2022-07-11 02:00:00,1229.0,iphone13,True,256,green
2022-07-12 02:00:00,1229.0,iphone13,True,256,green
2022-07-13 02:00:00,1229.0,iphone13,True,256,green
2022-07-14 02:00:00,1229.0,iphone13,True,256,green
2022-07-15 02:00:00,1229.0,iphone13,True,256,green
